Invoice ID,Date,Customer ID,Gender,Product Category,Product,Quantity,Unit Price,Total Price,Payment Method,City,Sales Channel,Rating
3a0696b8-3f1e-4bc3-9aac-bec0db381fbc,2024-10-22,63540,Male,Home,Curtains,2,150.71,301.42,Cash,Abuja,In-store,4.6
bfddba05-193e-4aef-8336-49fca96bc0d9,2024-11-26,68590,Male,Beauty,Soap,3,34.35,103.05,Cash,Abuja,In-store,1.8
9289ba6a-b4a5-4392-a9df-1655b3ec1994,2024-08-16,69059,Male,Beauty,Lotion,9,275.12,2476.08,Debit Card,Port Harcourt,Online,2.6
c69d2d81-8d10-4c99-a3eb-b4e36d694244,2025-02-03,70345,Female,Beauty,Lotion,3,85.8,257.4,Cash,Kano,In-store,4.4
c6d83b94-b3fb-42fa-8e56-9f20cf38448a,2024-09-04,24664,Female,Home,Curtains,2,293.79,587.58,Debit Card,Kano,In-store,3.4
bcbf8a94-de8e-448f-b461-1ad5ce3914d4,2024-10-22,17556,Male,Groceries,Rice,2,384.72,769.44,Credit Card,Abuja,In-store,3.9
a39fa209-6887-42af-8109-bf160729f3e8,2024-09-19,45179,Female,Clothing,Jeans,9,268.68,2418.12,Transfer,Ibadan,Online,1.2
dadff951-07fb-41e7-8f4b-e84983f02dc1,2024-10-19,53599,Male,Groceries,Milk,5,287.01,1435.05,Credit Card,Lagos,Online,1.8
6b1cdc69-c9c1-467e-b444-fe1a2d0d0252,2024-12-03,78327,Male,Clothing,Jeans,2,490.39,980.78,Debit Card,Kano,In-store,2.3
c6f14229-53cd-4b11-a1a4-f6df0f9ab53b,2024-05-24,12940,Female,Home,Chair,3,144.44,433.32,Debit Card,Kano,In-store,3.6
8dc7d9fa-8365-4fff-8af8-2d6f7e840c76,2024-06-24,62807,Male,Beauty,Shampoo,8,9.23,73.84,Transfer,Lagos,In-store,4.2
4fb25f1e-1a12-4473-a454-25a4c583bcd4,2025-03-21,15001,Female,Home,Table,10,231.65,2316.5,Cash,Lagos,Online,3.9
70f40eb1-5c93-4ccc-97de-e507dee03758,2024-09-17,84782,Female,Home,Chair,10,298.04,2980.4,Cash,Ibadan,Online,5.0
5b7c0d91-26b8-4c1b-9b9a-d4443b613bca,2024-11-08,40815,Female,Electronics,Headphones,7,39.15,274.05,Transfer,Port Harcourt,In-store,4.5
72a6d52d-7e58-4c09-8051-9b1613e4e423,2024-06-07,96519,Male,Groceries,Rice,6,469.76,2818.56,Cash,Abuja,Online,2.0
b00ef35b-465b-41b9-b0bf-e0421457e435,2024-07-13,92208,Male,Electronics,Phone,2,462.03,924.06,Credit Card,Lagos,In-store,4.4
bc0e4aee-3d84-4c77-94ac-07376b726b50,2024-08-07,58858,Male,Beauty,Lotion,8,286.92,2295.36,Cash,Abuja,In-store,4.4
1799684d-800f-4b68-ba96-9c08d4d488f3,2024-07-06,60117,Female,Electronics,Phone,4,48.82,195.28,Cash,Abuja,Online,4.2
9f1661e3-d171-4354-9ff1-87293dbb419c,2024-06-28,14406,Female,Clothing,Jeans,7,333.64,2335.48,Debit Card,Kano,Online,1.3
f4288821-d3b8-4df2-991d-599dd27391e1,2024-07-11,71086,Female,Home,Lamp,8,40.77,326.16,Cash,Lagos,Online,4.2
7a8aa29e-bf2c-401d-be33-cdd714a95965,2024-07-29,99202,Female,Beauty,Soap,9,233.17,2098.53,Cash,Lagos,In-store,1.0
7d6d3edb-143e-4f02-9fcd-823cecd4816f,2024-11-21,81510,Female,Groceries,Rice,5,473.66,2368.3,Cash,Ibadan,In-store,4.5
ea7bd59a-7829-43de-9a68-1875d5006c8a,2025-01-30,74133,Male,Electronics,Laptop,9,252.19,2269.71,Debit Card,Port Harcourt,In-store,2.8
6b9ebf60-725a-4998-97a0-8d5fc213aee3,2024-12-27,72284,Male,Beauty,Lotion,3,435.32,1305.96,Debit Card,Lagos,In-store,1.3
25505ab1-4b47-410c-a1fc-9654b5db1e15,2024-07-16,93385,Female,Electronics,Laptop,4,224.72,898.88,Debit Card,Abuja,In-store,1.6
f4cf9eb0-6ae8-49f7-9870-0fbcab4d6328,2024-10-22,78864,Male,Home,Table,2,69.18,138.36,Debit Card,Lagos,Online,4.0
f8996816-8494-466a-8cc2-cfc8d636b3a9,2024-09-26,81453,Female,Clothing,Jeans,2,26.84,53.68,Transfer,Lagos,In-store,4.8
d0c0551a-6377-462c-8046-164e199a1f26,2025-03-24,88961,Female,Beauty,Perfume,4,261.88,1047.52,Cash,Lagos,In-store,2.0
214f82d3-6247-4dd1-9c19-327d1402e641,2024-05-05,14366,Female,Electronics,Laptop,10,332.04,3320.4,Debit Card,Kano,Online,3.3
6660e34f-0358-4dee-831b-b10b05e83fa3,2024-04-28,52878,Male,Home,Lamp,5,284.96,1424.8,Cash,Ibadan,In-store,3.0
44d7a478-cef9-4775-932d-9ac78b7b01dc,2024-07-24,54324,Female,Clothing,T-Shirt,5,171.36,856.8,Transfer,Port Harcourt,Online,4.3
7a5c5170-e9fd-4a0d-8166-cf01c5011ed2,2024-09-14,79003,Male,Electronics,Laptop,6,483.65,2901.9,Transfer,Ibadan,In-store,4.2
48ceb6a4-4a50-4e5a-bc8c-0e9790fb1f4b,2024-07-30,48451,Female,Electronics,Headphones,1,159.76,159.76,Credit Card,Lagos,In-store,3.0
6f5d3cea-733e-4e48-b12d-3d48dc4a2878,2024-11-13,97558,Female,Electronics,Phone,1,314.66,314.66,Debit Card,Kano,Online,3.4
b15e9c54-c732-4296-8419-1af2bcfc72ac,2024-04-15,11313,Male,Electronics,Laptop,3,142.9,428.7,Debit Card,Lagos,Online,4.5
44433fcb-544a-40d1-ac66-e9099d5f264a,2024-08-03,54459,Female,Electronics,Smartwatch,7,42.25,295.75,Transfer,Kano,Online,4.1
4dcba3b2-fd62-4fcb-8e83-cec26697377d,2025-03-16,71363,Male,Groceries,Milk,6,388.6,2331.6,Cash,Kano,In-store,3.9
2aff3a9a-93df-4c59-b082-88805f5aef0a,2024-09-28,97216,Male,Electronics,Headphones,4,21.57,86.28,Cash,Kano,In-store,1.9
0645408c-baa5-473e-bb8c-83bd5632029e,2024-04-18,52581,Male,Groceries,Rice,9,284.62,2561.58,Transfer,Ibadan,Online,5.0
d5e225cf-4910-4d1a-8be3-76fa37c27439,2025-01-16,44233,Male,Electronics,Laptop,2,65.59,131.18,Cash,Kano,Online,3.3
c47af868-7f75-4e15-b138-9a653bfda44a,2024-06-24,19841,Male,Beauty,Perfume,5,388.29,1941.45,Transfer,Abuja,Online,4.8
3bc54480-0a19-457e-b494-958927898856,2024-11-12,38433,Female,Electronics,Smartwatch,1,472.76,472.76,Debit Card,Ibadan,Online,1.3
a0bd7697-ee06-455e-aa06-4a8109c2335a,2024-05-17,23625,Male,Groceries,Bread,9,483.35,4350.15,Transfer,Port Harcourt,In-store,3.9
e1108017-d2ad-4067-9587-6438326490b7,2025-03-05,71934,Female,Clothing,Shoes,10,418.01,4180.1,Cash,Port Harcourt,In-store,2.1
8862bedd-8a44-4660-8231-f5dd215146ba,2024-07-19,16658,Female,Clothing,Jacket,8,287.7,2301.6,Cash,Lagos,Online,4.1
1f60289b-1e26-4ddd-a3ca-4e6a150fa6a4,2024-08-19,50132,Female,Beauty,Soap,6,80.49,482.94,Debit Card,Kano,Online,4.6
be552e43-82ef-439d-9764-ee4ac5e0b25c,2025-01-20,20343,Male,Home,Table,7,394.64,2762.48,Cash,Lagos,Online,1.9
f64a7399-5e02-47bb-a571-a85d8307679d,2024-11-23,47660,Female,Beauty,Soap,1,96.41,96.41,Cash,Lagos,Online,1.8
507beeda-fe8e-4c22-a018-314da30f5f37,2025-01-24,15498,Male,Groceries,Beans,8,48.65,389.2,Cash,Port Harcourt,In-store,1.7
c994dde6-970e-43ed-b6d3-c99b9617eec1,2024-06-23,78456,Male,Groceries,Rice,8,265.63,2125.04,Credit Card,Port Harcourt,In-store,4.4
0c5fb931-161e-467f-bf1e-6ef70da26208,2024-10-11,63888,Female,Electronics,Laptop,7,40.02,280.14,Credit Card,Kano,In-store,2.2
6e027a41-141d-4708-9440-8d0bd313bc0d,2024-09-02,82051,Female,Beauty,Soap,5,463.98,2319.9,Credit Card,Lagos,In-store,3.0
347fc0e4-14f2-4fd4-8f4b-5db1375240fb,2024-06-27,47579,Female,Groceries,Bread,4,6.6,26.4,Transfer,Lagos,In-store,2.9
c87194e3-69fe-4d30-8dbe-3d39ef911bc7,2024-09-02,77507,Female,Home,Table,9,291.52,2623.68,Transfer,Lagos,In-store,4.5
1a9f2387-9917-4651-b6e6-b8b3f4165e16,2024-12-19,12323,Male,Clothing,Jacket,10,166.31,1663.1,Credit Card,Ibadan,Online,3.1
c707521a-246a-4705-8dfd-12b0a78c254d,2024-07-30,43536,Male,Beauty,Shampoo,6,7.21,43.26,Debit Card,Ibadan,In-store,1.7
cb5643f1-61f8-422b-a476-781276c568cc,2024-09-04,51596,Female,Electronics,Phone,4,211.0,844.0,Cash,Port Harcourt,In-store,1.3
0842c9b8-30ed-42e5-b286-f92ab9edd187,2024-06-01,64676,Female,Beauty,Shampoo,10,72.63,726.3,Credit Card,Lagos,In-store,1.9
f6c2bf21-9433-41db-8393-962237d391d6,2024-08-23,52934,Male,Beauty,Soap,3,276.12,828.36,Cash,Port Harcourt,In-store,2.5
c3887431-18be-42bf-8627-312d1f58e97c,2024-05-14,10102,Female,Groceries,Beans,9,89.75,807.75,Debit Card,Port Harcourt,In-store,2.3
bba35f78-37ba-4fac-b287-3c8389b37e03,2024-11-18,73562,Female,Home,Chair,1,347.9,347.9,Cash,Port Harcourt,In-store,4.0
fb07c54f-148e-49bd-a8aa-051d786884f9,2024-10-30,27277,Female,Electronics,Smartwatch,2,20.17,40.34,Credit Card,Abuja,In-store,4.5
7143ae11-7202-4f19-927b-4dd02dac50a6,2024-05-31,28364,Male,Home,Chair,9,248.54,2236.86,Credit Card,Lagos,In-store,4.2
e743c466-9b4e-4f04-8f9a-cf64f3c666e3,2024-08-08,73929,Male,Clothing,Shoes,1,411.72,411.72,Debit Card,Ibadan,Online,4.5
3882e4dd-3313-4490-846e-f86c55536910,2025-02-04,51092,Male,Beauty,Soap,10,108.14,1081.4,Credit Card,Ibadan,In-store,4.2
fa5c96a4-53d7-45d2-81b6-995817fc569b,2024-10-11,96589,Female,Electronics,Phone,7,63.76,446.32,Cash,Abuja,Online,1.4
4fccec97-5387-45a6-806d-5213113c4cb8,2024-07-03,69530,Male,Beauty,Shampoo,2,338.89,677.78,Debit Card,Abuja,In-store,4.3
a7acbef0-5ab9-4873-8938-9a0987008bf2,2024-10-23,77927,Male,Electronics,Phone,4,83.19,332.76,Cash,Abuja,In-store,2.4
fc17a6a2-5a9e-4482-8cc2-ffbd016fa161,2024-12-24,29660,Male,Clothing,Jacket,1,162.16,162.16,Transfer,Kano,In-store,4.3
afc256fa-ca9c-4ecb-9cd8-72f0d4cbd99a,2025-03-22,96606,Female,Home,Lamp,4,245.65,982.6,Transfer,Port Harcourt,In-store,2.3
bb681f1e-ffad-4323-8810-958392581f09,2024-12-15,17737,Female,Groceries,Milk,5,13.15,65.75,Cash,Lagos,In-store,4.6
1a45ae39-f5d3-491e-a8bd-b9f751893267,2024-07-02,49416,Female,Groceries,Milk,4,363.44,1453.76,Credit Card,Port Harcourt,In-store,4.0
6dc2a8b0-fdfe-4ec6-83b2-5f0385615ecc,2024-10-16,32995,Female,Clothing,T-Shirt,1,26.96,26.96,Transfer,Kano,Online,3.0
4f9b7ccb-0097-4f49-bd42-6b3a8e82075a,2024-12-14,28892,Male,Home,Chair,1,444.09,444.09,Transfer,Ibadan,In-store,1.1
efedb31c-d4ff-4636-9c68-286f6b3acf49,2025-02-25,15476,Male,Groceries,Bread,9,402.56,3623.04,Debit Card,Abuja,Online,4.9
c09c4139-d4a2-494c-8c01-329aaee73ed6,2024-12-16,72007,Male,Groceries,Rice,8,420.02,3360.16,Transfer,Abuja,Online,1.9
67646f7e-ce2b-4760-9bc3-ba76572bd58d,2024-05-11,56086,Female,Electronics,Headphones,6,484.54,2907.24,Cash,Port Harcourt,In-store,4.7
6893942c-ea9f-41cc-89ad-91e986e6d16f,2025-03-20,89818,Female,Clothing,Jacket,10,204.09,2040.9,Credit Card,Abuja,Online,1.0
02660430-0a7c-4998-a4a6-e1cd9e49ff5c,2024-08-23,90494,Female,Beauty,Shampoo,3,129.37,388.11,Debit Card,Ibadan,Online,3.0
9c85c336-5c73-4877-98d8-d0f201e7b70b,2024-09-07,25256,Female,Home,Curtains,10,162.38,1623.8,Cash,Abuja,In-store,4.1
80814aa2-4922-4366-93f8-8d34d9eb4c08,2024-07-21,41648,Male,Groceries,Milk,9,445.36,4008.24,Cash,Ibadan,Online,2.1
7ee6ad67-83db-493b-9acf-c753da8c0d4a,2024-06-21,74176,Male,Groceries,Rice,1,258.51,258.51,Debit Card,Port Harcourt,Online,4.3
0c4c489e-63de-40b3-aaaf-80856de6bc44,2024-09-04,20250,Female,Clothing,T-Shirt,1,207.24,207.24,Transfer,Abuja,Online,2.2
eed8c103-2cee-491b-bf0b-d57a545803ee,2024-10-20,19715,Female,Home,Table,1,201.47,201.47,Debit Card,Port Harcourt,Online,2.8
d1cef006-0390-4835-a247-188aa19d1cf3,2025-02-25,11133,Female,Beauty,Lotion,9,138.46,1246.14,Transfer,Kano,In-store,2.6
937ead15-ce75-4e14-b960-f87be7b195ce,2024-06-30,77038,Female,Beauty,Soap,6,174.6,1047.6,Credit Card,Lagos,In-store,4.1
1c03a208-ea08-45de-9257-d8c783b08c06,2024-09-06,97626,Male,Home,Curtains,6,405.56,2433.36,Transfer,Port Harcourt,In-store,3.9
42efca2f-36a5-4e61-a6c8-17e819e80b8d,2024-06-10,48379,Female,Clothing,Jeans,5,77.26,386.3,Transfer,Ibadan,In-store,1.9
294c9b44-e320-4f06-89fd-f15d68609a0b,2024-06-22,40484,Male,Clothing,Jeans,9,416.55,3748.95,Transfer,Kano,Online,4.9
2b3f1fd1-a3f8-414c-b200-b5917ba85de1,2025-03-09,93087,Female,Groceries,Beans,6,144.24,865.44,Credit Card,Abuja,In-store,4.7
4c6a99f0-a1cf-4727-b494-f99ce7df4218,2024-11-10,77556,Male,Clothing,Jeans,4,484.75,1939.0,Credit Card,Port Harcourt,Online,2.3
2ad3070c-ecc7-42b0-9b72-affb388f10a8,2024-11-04,62980,Female,Groceries,Milk,10,452.37,4523.7,Credit Card,Abuja,Online,3.8
f0619b97-f87d-44d0-afc9-5f58004411c4,2024-11-20,51242,Male,Groceries,Beans,5,50.5,252.5,Credit Card,Port Harcourt,In-store,1.5
423f439d-1f6e-4bca-af94-9eee27867329,2024-05-30,40073,Female,Clothing,Jacket,9,129.12,1162.08,Transfer,Lagos,In-store,4.4
75ed54ac-793f-4474-af21-a4cde5dcc7c8,2024-04-15,40994,Male,Clothing,Jacket,5,143.08,715.4,Transfer,Ibadan,In-store,4.1
9e04f978-8f2e-4518-be81-d2f018502857,2024-11-24,98877,Male,Beauty,Lotion,9,74.1,666.9,Cash,Ibadan,Online,3.9
35a40429-5aab-4a7d-b9fe-ef603e0fc5e4,2025-03-14,75166,Male,Electronics,Laptop,5,305.84,1529.2,Debit Card,Ibadan,In-store,3.8
23f7eaa0-8ddd-40af-a523-36882c9d263b,2024-06-19,61975,Female,Home,Lamp,10,92.55,925.5,Transfer,Lagos,In-store,4.9
dae4e78f-9643-4173-8fab-8ea05b1efb73,2024-05-27,93469,Male,Beauty,Lotion,4,111.54,446.16,Transfer,Abuja,Online,1.5
0fadf333-eb28-4750-9e25-e55a3288ce59,2024-12-30,60845,Male,Beauty,Lotion,8,476.79,3814.32,Transfer,Ibadan,In-store,2.1
392ea7ac-a496-4bd3-acf5-bf85a4dc3690,2024-10-18,58665,Female,Groceries,Rice,2,205.11,410.22,Debit Card,Lagos,In-store,4.7
f8284bf6-1bda-492a-9587-236b280f6986,2025-02-12,34585,Female,Clothing,Jeans,4,325.31,1301.24,Debit Card,Ibadan,Online,3.4
e01de310-bfcd-4e35-bcc1-b5d13b6d5658,2024-11-10,43368,Male,Home,Lamp,2,304.38,608.76,Credit Card,Ibadan,In-store,2.7
cbdb252d-46b4-466e-adb9-6e856637432c,2024-06-28,87062,Male,Clothing,Jeans,3,470.64,1411.92,Debit Card,Abuja,Online,3.0
1bb15e70-1f14-4bca-b8d7-736eb5a5b476,2024-12-04,31649,Male,Groceries,Bread,3,263.12,789.36,Cash,Port Harcourt,Online,1.0
09bcb6bc-ad0e-42ef-bcec-14ffd0de791e,2024-04-13,78656,Male,Groceries,Milk,7,73.22,512.54,Credit Card,Ibadan,Online,2.5
d5df46af-5ab2-4eab-82a6-ae599e85d2fd,2024-08-11,81184,Female,Home,Chair,7,451.68,3161.76,Cash,Abuja,Online,4.2
23becf4c-c2a0-4d0c-941f-f607b7fc55be,2025-03-01,30453,Male,Groceries,Bread,4,476.16,1904.64,Debit Card,Port Harcourt,Online,4.3
c953bb9f-0261-43b5-909b-2b47f22e8bf0,2024-06-12,94562,Male,Groceries,Bread,9,335.85,3022.65,Cash,Port Harcourt,Online,3.6
6c698178-143a-4610-b1d8-6b1ddc4c658b,2025-01-05,66108,Male,Groceries,Bread,5,447.35,2236.75,Transfer,Kano,Online,3.8
75594cd4-0d0b-4aa3-be70-debcbb10fa04,2024-05-15,33752,Female,Home,Lamp,5,218.36,1091.8,Cash,Abuja,In-store,4.1
2b1cf042-abf5-4959-b5ae-d7d3594c628f,2024-10-19,31422,Female,Home,Lamp,6,263.24,1579.44,Transfer,Lagos,Online,2.3
136ca6c6-f029-4b04-8b9e-8cfc9db8a81e,2024-08-01,59422,Female,Home,Curtains,9,465.97,4193.73,Transfer,Kano,In-store,1.2
501b8352-615b-4536-9f70-1bcda6c8a3b4,2024-04-13,92760,Female,Home,Curtains,8,331.44,2651.52,Debit Card,Ibadan,In-store,2.4
ca1f7108-c3cd-4f6a-8416-777ca51c032f,2024-04-27,10975,Male,Beauty,Lotion,1,120.72,120.72,Debit Card,Port Harcourt,Online,4.9
07871a68-0df8-4564-acbb-dd791e45ed49,2024-04-28,51820,Female,Clothing,Shoes,2,435.41,870.82,Debit Card,Kano,In-store,1.3
e03f75bd-95eb-498d-b4e2-18ea6f61ba37,2024-12-24,49328,Female,Beauty,Perfume,1,331.59,331.59,Debit Card,Port Harcourt,In-store,2.3
46c4df5f-fecd-469b-8b37-9a7813b93587,2025-01-28,17637,Female,Electronics,Smartwatch,4,372.31,1489.24,Debit Card,Abuja,In-store,1.5
53083925-1dca-4c3f-a652-a5969b97d2a5,2025-02-16,93826,Female,Electronics,Headphones,7,494.99,3464.93,Transfer,Ibadan,In-store,4.0
7125b7f8-0768-48eb-9bea-d336f7eb04a5,2025-02-08,95808,Female,Beauty,Perfume,2,138.23,276.46,Credit Card,Abuja,Online,1.6
c94403a3-63d4-45a3-9c1a-228e2dbd4954,2024-12-12,60304,Male,Home,Curtains,3,96.53,289.59,Transfer,Port Harcourt,Online,3.8
3ddb785f-92e1-4608-8a57-32a3ae6d10cd,2024-11-06,43200,Male,Electronics,Headphones,5,42.09,210.45,Debit Card,Abuja,In-store,3.2
804d57e0-841d-4fe6-ba18-7b90af963f74,2025-03-18,66491,Male,Beauty,Shampoo,7,453.35,3173.45,Debit Card,Kano,Online,3.6
58250042-c038-4705-9e59-5031e8c288dc,2024-11-22,68664,Female,Electronics,Laptop,10,21.14,211.4,Transfer,Kano,In-store,2.5
d4088b35-860f-4fd4-928f-aeee8c556de0,2024-10-29,88614,Female,Clothing,Jeans,9,473.75,4263.75,Debit Card,Abuja,In-store,2.0
fca20110-8ee5-4519-852e-85c5d5baacfd,2024-06-26,95692,Female,Groceries,Rice,6,496.45,2978.7,Credit Card,Kano,In-store,3.0
5ee8619a-a848-4c68-bf45-f3a188b8a3e8,2024-11-30,48067,Female,Home,Table,1,311.75,311.75,Credit Card,Abuja,Online,4.2
d49e8f14-ffd9-4d34-9b1e-cf25af39223e,2024-09-27,22426,Male,Groceries,Rice,9,342.83,3085.47,Transfer,Abuja,Online,2.8
048b5846-8973-4498-9f92-d5092756c63b,2025-03-22,41837,Female,Beauty,Shampoo,7,189.14,1323.98,Cash,Ibadan,Online,3.2
6ad53f1e-fe38-49a2-bdc1-d3d198ecbda3,2024-09-20,30684,Female,Groceries,Beans,3,171.86,515.58,Cash,Lagos,In-store,3.1
3874ee0a-469d-49aa-9aff-f36cfd01240b,2024-05-27,17855,Male,Home,Lamp,10,323.82,3238.2,Transfer,Ibadan,In-store,4.8
dff423eb-bb8b-42d0-8d34-09d005968150,2024-07-31,12795,Male,Home,Chair,3,320.76,962.28,Transfer,Abuja,Online,4.5
f34db3c1-ad12-4b31-9f79-8f760b8d8fbe,2024-06-20,71467,Male,Home,Chair,4,106.82,427.28,Debit Card,Port Harcourt,In-store,1.6
477256e5-29d6-4f5f-89ec-4e0f2baff130,2025-02-10,27484,Female,Beauty,Perfume,6,106.08,636.48,Debit Card,Lagos,In-store,1.9
bae65d00-54c3-46b1-943b-df6b1f40669e,2024-06-14,75173,Female,Home,Chair,1,430.27,430.27,Transfer,Ibadan,Online,1.5
b0ebabc4-81f3-4a15-becc-f9a8adafe15e,2024-09-10,60094,Male,Groceries,Beans,5,184.09,920.45,Transfer,Kano,In-store,2.8
25ddcc5a-f7b5-458c-902e-eece53f70e1a,2024-07-02,10217,Male,Home,Chair,8,388.87,3110.96,Debit Card,Lagos,Online,4.0
aa47776f-bfb9-47a1-9b0e-8d1f0c58b18c,2025-03-29,68174,Male,Home,Lamp,3,18.92,56.76,Cash,Kano,In-store,2.3
bd710d6e-6111-41a5-8d74-d7c786b36703,2025-04-04,99752,Male,Beauty,Lotion,9,21.38,192.42,Transfer,Port Harcourt,Online,1.2
cac1e970-8367-4330-9a4c-53c8b61331c7,2024-06-04,55326,Male,Clothing,Shoes,4,116.7,466.8,Cash,Kano,Online,4.9
64671cff-7c42-432a-a4d6-46b65434076c,2024-09-17,64691,Male,Electronics,Laptop,10,330.88,3308.8,Debit Card,Ibadan,In-store,3.8
2830cd69-1a6d-4a61-ba3b-d5f8e70dc492,2024-08-27,71306,Male,Home,Table,5,414.11,2070.55,Credit Card,Port Harcourt,Online,3.3
13da0f2c-2a01-427a-86d5-8e393d2c5128,2024-10-27,46369,Male,Electronics,Phone,4,276.88,1107.52,Debit Card,Lagos,Online,1.1
c87a6180-3d9b-4f68-8671-738c2bfbf405,2024-08-02,28167,Male,Clothing,Jacket,3,357.47,1072.41,Debit Card,Lagos,In-store,2.5
24b84443-1dd2-44e2-a6ac-ff65db3cb6db,2024-07-11,70114,Male,Beauty,Soap,5,382.61,1913.05,Transfer,Ibadan,Online,3.3
ce4fdd59-024d-45b8-914d-c3117839d3e5,2024-11-07,60838,Female,Home,Curtains,10,93.09,930.9,Debit Card,Abuja,In-store,3.0
4194846c-99f2-4790-a0f0-f01367c4aefa,2024-10-19,88652,Male,Electronics,Laptop,2,323.52,647.04,Debit Card,Abuja,Online,1.7
57cc00fb-a8ed-49a6-8e92-5d0a93abcf02,2025-01-19,23892,Male,Groceries,Bread,4,178.21,712.84,Cash,Port Harcourt,Online,4.8
07a2f61c-438b-480c-b9b1-97f92954813e,2025-01-04,49787,Male,Electronics,Phone,5,97.08,485.4,Credit Card,Abuja,In-store,3.9
bbb18148-54ee-49fa-a2e9-a8ccfc53102e,2024-12-29,78602,Male,Beauty,Lotion,6,470.86,2825.16,Transfer,Abuja,In-store,3.6
1d7746a5-afb4-4022-930c-eddbcc08d9df,2025-02-25,84803,Male,Beauty,Soap,5,325.93,1629.65,Cash,Lagos,In-store,2.7
f2cd3386-a2a9-4c27-acd7-365ae9700cd2,2025-03-11,84475,Male,Home,Chair,6,489.78,2938.68,Debit Card,Port Harcourt,Online,4.1
ea5f362e-4cd3-454d-b776-c6244bd6c9f8,2024-06-23,49713,Female,Clothing,Jacket,6,262.09,1572.54,Transfer,Port Harcourt,In-store,1.6
1cb5594d-1427-468d-a59f-d9498c57e252,2024-04-19,69323,Male,Groceries,Beans,4,435.32,1741.28,Debit Card,Lagos,In-store,3.2
c546acd5-b6c5-4405-ad13-dcde6ba3af0e,2024-05-19,42394,Female,Clothing,T-Shirt,6,41.76,250.56,Cash,Port Harcourt,In-store,4.0
258193c6-583e-45aa-9b2e-f226a64bd594,2024-12-30,72944,Female,Beauty,Lotion,1,139.21,139.21,Credit Card,Lagos,Online,3.4
6d17b052-b2bc-47fc-8d27-18d10347f7b2,2025-02-13,51310,Female,Home,Lamp,5,185.1,925.5,Transfer,Abuja,Online,2.5
c22e12b3-bdb4-430d-a4c7-6228d0aac99f,2024-09-20,25032,Male,Groceries,Beans,1,293.91,293.91,Credit Card,Port Harcourt,In-store,3.8
a1b7b16a-b0ed-4178-9d23-07fa5c5ff713,2025-03-14,29966,Female,Home,Lamp,7,224.59,1572.13,Transfer,Kano,Online,3.1
a4dcad8e-1421-4593-85a7-4579b34e5e69,2024-05-25,79370,Female,Beauty,Lotion,6,92.78,556.68,Debit Card,Ibadan,In-store,1.4
